transaction_id,customer_id,transaction_date,transaction_amount,payment_method,merchant_category,status,city,device_type,fraud_flag,account_balance
286,1059,28-12-2024,427.2,UPI,Healthcare,Failed,Delhi,Desktop,1,1477.87
287,1038,03-05-2024,512.84,Debit Card,Utilities,Pending,Hyderabad,Mobile,1,9907.94
288,1061,25-10-2024,807.6,Wallet,Healthcare,Failed,Hyderabad,Tablet,0,7928.14
289,1046,25-12-2024,1792.05,Wallet,Entertainment,Failed,Delhi,Mobile,0,6610.26
290,1045,26-03-2024,1297.53,Credit Card,Entertainment,Failed,Hyderabad,Desktop,1,1148.85
291,1012,12-05-2024,451.78,Wallet,Entertainment,Failed,Ahmedabad,Desktop,0,3972.23
292,1098,13-12-2024,1181.29,Wallet,Electronics,Pending,Mumbai,Desktop,0,3024.78
293,1010,29-02-2024,1664.32,Debit Card,Travel,Pending,Chennai,Desktop,0,5259.04
294,1044,31-08-2024,204.27,Net Banking,Travel,Completed,Pune,Mobile,0,323.59
295,1043,27-11-2024,227.63,Debit Card,Utilities,Completed,Bangalore,Tablet,0,3376.8
296,1054,24-08-2024,471.39,Net Banking,Utilities,Completed,Bangalore,Tablet,1,4016.27
297,1094,10-11-2024,1767.36,Net Banking,Entertainment,Pending,Hyderabad,Mobile,0,2137.27
298,1096,26-12-2024,1619.37,Credit Card,Entertainment,Completed,Bangalore,Desktop,0,2051.04
299,1014,14-05-2024,1344.7,Net Banking,Entertainment,Failed,Chennai,Tablet,1,6151.95
300,1075,28-02-2024,702.37,Net Banking,Entertainment,Completed,Pune,Tablet,0,6753.89
301,1040,01-03-2024,484.76,Credit Card,Electronics,Pending,Bangalore,Tablet,1,4240.57
302,1017,21-10-2024,773.58,Debit Card,Food,Failed,Bangalore,Tablet,0,4947.46
303,1017,05-04-2024,636.01,Net Banking,Entertainment,Completed,Chennai,Mobile,1,1451.69
304,1049,14-10-2024,1015.82,Net Banking,Food,Failed,Kolkata,Desktop,1,4938.13
305,1010,16-10-2024,71.41,Debit Card,Travel,Completed,Pune,Mobile,0,1765.27
306,1058,16-10-2024,1487.61,Net Banking,Entertainment,Failed,Delhi,Tablet,0,2752.1
307,1069,06-07-2024,1088.67,Credit Card,Healthcare,Failed,Kolkata,Tablet,0,9898.78
308,1013,30-11-2024,1505.18,UPI,Healthcare,Completed,Kolkata,Desktop,0,8635.78
309,1011,12-08-2024,1731.93,Credit Card,Healthcare,Completed,Ahmedabad,Tablet,0,8624.38
310,1078,19-11-2024,862.05,Wallet,Electronics,Completed,Ahmedabad,Mobile,0,5369.58
311,1076,02-10-2024,345.07,UPI,Travel,Failed,Pune,Tablet,0,1442.33
312,1096,29-07-2024,1838.35,UPI,Healthcare,Failed,Bangalore,Tablet,0,2571.8
313,1091,13-06-2024,1658.68,Net Banking,Food,Completed,Pune,Tablet,1,3814.21
314,1009,20-11-2024,1591.25,Credit Card,Food,Failed,Pune,Tablet,0,4601.49
315,1062,16-06-2024,1168.09,Credit Card,Utilities,Pending,Chennai,Mobile,1,2256.52
316,1054,18-04-2024,994.48,UPI,Healthcare,Pending,Chennai,Tablet,0,5704.81
317,1062,24-06-2024,1789.37,Credit Card,Groceries,Completed,Kolkata,Mobile,0,9301.39
318,1020,13-08-2024,918.47,Net Banking,Electronics,Failed,Bangalore,Tablet,0,1673.88
319,1035,17-02-2024,1312.63,UPI,Groceries,Pending,Bangalore,Mobile,1,6293.48
320,1092,24-12-2024,1512.91,Net Banking,Utilities,Completed,Delhi,Mobile,0,4820.39
321,1016,30-10-2024,460.12,Net Banking,Groceries,Completed,Chennai,Mobile,1,6970.91
322,1061,06-02-2024,465.6,Credit Card,Utilities,Completed,Delhi,Desktop,0,8821.79
323,1017,14-07-2024,1549.19,Debit Card,Utilities,Failed,Bangalore,Mobile,0,6142.16
324,1021,13-08-2024,708.86,Debit Card,Utilities,Failed,Bangalore,Desktop,1,8613.63
325,1011,21-02-2024,288.63,Credit Card,Entertainment,Failed,Hyderabad,Desktop,1,3213.59
326,1017,06-05-2024,561.17,Credit Card,Electronics,Failed,Pune,Tablet,0,8494.13
327,1084,03-06-2024,418.84,Wallet,Entertainment,Completed,Hyderabad,Desktop,0,7859.64
328,1030,10-09-2024,777.91,Debit Card,Food,Failed,Delhi,Tablet,0,9870.14
329,1040,08-03-2024,779.81,Wallet,Food,Pending,Bangalore,Desktop,0,265.23
330,1008,08-01-2024,531.75,Credit Card,Groceries,Pending,Pune,Tablet,1,4293.39
331,1051,12-02-2024,1284.67,Wallet,Entertainment,Completed,Pune,Mobile,0,882.31
332,1026,20-03-2024,1077.42,Net Banking,Entertainment,Failed,Delhi,Desktop,1,7326.59
333,1030,30-01-2024,496.51,Net Banking,Groceries,Pending,Mumbai,Desktop,0,1282.49
334,1090,11-03-2024,1405.98,Debit Card,Food,Pending,Pune,Mobile,0,1356.61
335,1099,17-05-2024,1468.54,Credit Card,Healthcare,Completed,Chennai,Desktop,0,5286.16
336,1033,30-12-2024,1950.35,Credit Card,Food,Pending,Chennai,Mobile,1,8607.66
337,1021,07-07-2024,323.05,Credit Card,Entertainment,Failed,Delhi,Mobile,0,535.98
338,1001,05-05-2024,101.5,UPI,Food,Completed,Bangalore,Mobile,1,2322.7
339,1031,01-08-2024,1832.55,UPI,Travel,Completed,Chennai,Mobile,0,1875.51
340,1066,24-01-2024,1908.62,Credit Card,Food,Pending,Pune,Desktop,0,5575.6
341,1001,07-07-2024,409.34,Wallet,Healthcare,Pending,Ahmedabad,Desktop,0,5957.74
342,1063,10-04-2024,1467.6,Wallet,Healthcare,Completed,Bangalore,Mobile,1,336.71
343,1069,26-06-2024,1275.52,Credit Card,Travel,Completed,Hyderabad,Tablet,0,1129.1
344,1067,01-05-2024,845.43,Credit Card,Electronics,Failed,Pune,Mobile,0,9220.62
345,1066,30-07-2024,1404.69,UPI,Food,Failed,Delhi,Tablet,0,5103.73
346,1081,20-07-2024,158.91,Wallet,Groceries,Pending,Bangalore,Mobile,0,2683.81
347,1040,20-07-2024,1404.44,UPI,Travel,Pending,Pune,Mobile,0,9441.19
348,1017,26-10-2024,226.86,Credit Card,Electronics,Pending,Kolkata,Desktop,1,1295.29
349,1045,16-04-2024,909.31,Net Banking,Travel,Completed,Delhi,Mobile,0,8281.23
350,1089,04-11-2024,90.26,UPI,Electronics,Completed,Ahmedabad,Desktop,1,5183.25
351,1086,02-06-2024,527.73,Debit Card,Groceries,Pending,Kolkata,Tablet,0,1037.78
352,1013,12-03-2024,251.69,Credit Card,Healthcare,Completed,Bangalore,Mobile,1,3785.17
353,1080,26-11-2024,177.24,Wallet,Travel,Completed,Mumbai,Mobile,0,9034.71
354,1056,06-03-2024,193.04,UPI,Groceries,Completed,Kolkata,Mobile,0,9248.9
355,1055,21-07-2024,997.29,Net Banking,Utilities,Pending,Bangalore,Desktop,0,9092.21
356,1035,23-05-2024,897.56,Debit Card,Groceries,Failed,Ahmedabad,Tablet,0,5039.03
357,1070,02-09-2024,131.35,UPI,Food,Completed,Hyderabad,Mobile,0,6344.47
358,1069,10-01-2024,1978.91,UPI,Food,Failed,Kolkata,Desktop,0,3944.97
359,1023,14-01-2024,644.57,Debit Card,Groceries,Pending,Mumbai,Desktop,0,7691.74
360,1029,22-03-2024,209.27,Debit Card,Travel,Failed,Mumbai,Mobile,1,3612.57
361,1022,31-03-2024,480.74,UPI,Healthcare,Failed,Chennai,Tablet,0,7064.18
362,1045,17-10-2024,1131.58,Wallet,Electronics,Pending,Pune,Mobile,1,475.84
363,1007,29-04-2024,1207.31,Credit Card,Entertainment,Pending,Mumbai,Desktop,0,8083.81
364,1043,31-03-2024,1838.37,UPI,Groceries,Completed,Bangalore,Tablet,0,7766.23
365,1067,05-07-2024,1921.51,UPI,Utilities,Failed,Hyderabad,Tablet,0,3431.95
366,1041,10-03-2024,1951.96,Net Banking,Healthcare,Failed,Kolkata,Tablet,0,1824.61
367,1071,21-12-2024,1780.3,Wallet,Healthcare,Pending,Ahmedabad,Tablet,0,3846
368,1093,18-12-2024,596.09,Debit Card,Utilities,Completed,Hyderabad,Tablet,0,1902.61
369,1040,09-11-2024,449.58,Wallet,Groceries,Pending,Bangalore,Desktop,0,2456.16
370,1040,26-03-2024,1276.01,Credit Card,Healthcare,Failed,Chennai,Desktop,0,2725.6
371,1031,20-12-2024,144.91,UPI,Healthcare,Completed,Mumbai,Mobile,1,4438.38
372,1053,26-03-2024,1770.26,Net Banking,Food,Pending,Hyderabad,Mobile,1,7908.43
373,1073,29-11-2024,1518.9,Debit Card,Electronics,Pending,Delhi,Mobile,0,298.77
374,1033,23-02-2024,157.66,Debit Card,Food,Completed,Delhi,Tablet,0,3445.71
375,1078,04-09-2024,1411.96,Net Banking,Utilities,Completed,Hyderabad,Mobile,0,1102.45
376,1026,07-04-2024,824.47,Wallet,Utilities,Failed,Pune,Tablet,0,3044.27
377,1012,26-01-2024,791.88,Wallet,Healthcare,Pending,Bangalore,Mobile,0,137.77
378,1011,30-05-2024,1649.56,Wallet,Food,Completed,Delhi,Mobile,0,1791.24
379,1037,11-02-2024,952.41,Credit Card,Travel,Pending,Kolkata,Desktop,0,1002.26
380,1069,17-07-2024,377.91,Net Banking,Travel,Completed,Kolkata,Mobile,0,4453.43
381,1033,25-04-2024,1675.79,Wallet,Groceries,Completed,Delhi,Mobile,0,8100.98
382,1052,28-10-2024,462.75,Credit Card,Healthcare,Pending,Hyderabad,Tablet,1,5769.87
383,1030,31-08-2024,604.72,Net Banking,Healthcare,Failed,Mumbai,Tablet,0,1290.79
384,1096,17-08-2024,354.03,Debit Card,Electronics,Completed,Bangalore,Mobile,1,875.85
385,1087,10-08-2024,411.82,Debit Card,Healthcare,Failed,Pune,Desktop,0,961.57
386,1071,22-07-2024,1108.59,UPI,Entertainment,Pending,Mumbai,Tablet,1,1213.94
387,1019,16-03-2024,1137.52,Wallet,Healthcare,Completed,Delhi,Tablet,0,7878.88
388,1068,25-06-2024,1757.01,UPI,Food,Failed,Kolkata,Tablet,1,470.91
389,1035,25-07-2024,296.27,Wallet,Utilities,Failed,Hyderabad,Mobile,1,8906.78
390,1042,19-12-2024,482.78,Net Banking,Travel,Pending,Mumbai,Desktop,0,3178.4
391,1062,22-12-2024,1372.86,Debit Card,Electronics,Pending,Kolkata,Desktop,0,7315.11
392,1077,26-11-2024,187.68,Net Banking,Electronics,Pending,Kolkata,Tablet,0,8228.07
393,1065,22-03-2024,140.58,Wallet,Food,Completed,Mumbai,Mobile,0,8764.29
394,1025,30-01-2024,506.49,Net Banking,Groceries,Pending,Ahmedabad,Desktop,0,8252.71
395,1064,22-07-2024,1274.47,Credit Card,Utilities,Completed,Ahmedabad,Desktop,1,5981.03
396,1022,30-08-2024,1177.89,UPI,Travel,Completed,Pune,Tablet,0,2922.19
397,1049,26-01-2024,334.19,Wallet,Healthcare,Completed,Ahmedabad,Tablet,0,6809.18
398,1034,29-11-2024,824.92,Credit Card,Healthcare,Failed,Mumbai,Desktop,0,6508.98
399,1076,05-01-2024,455.3,Wallet,Healthcare,Pending,Pune,Desktop,1,8530.7
400,1058,09-05-2024,444.24,UPI,Utilities,Failed,Hyderabad,Tablet,0,172.74
